"","datetime","time","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","count","dayOfWeek"
"10342",2012-11-16 08:00:00,"08:00:00","4","0","1","2",13.12,16.665,57,89.981,711,"zondag"
"3397",2011-08-11 11:00:00,"11:00:00","3","0","1","1",31.16,33.335,35,169.979,187,"zaterdag"
"10470",2012-12-02 16:00:00,"16:00:00","4","0","0","2",18.04,21.97,67,70.015,443,"vrijdag"
"6928",2012-04-07 00:00:00,"00:00:00","2","0","0","1",17.22,21.21,26,199.995,94,"vrijdag"
"701",2011-02-12 13:00:00,"13:00:00","1","0","0","1",12.3,13.635,39,279.993,135,"maandag"
"6879",2012-04-04 23:00:00,"23:00:00","2","0","1","1",21.32,25,23,279.993,131,"dinsdag"
"859",2011-02-19 06:00:00,"06:00:00","1","0","0","1",16.4,20.455,17,279.993,6,"woensdag"
"2491",2011-06-11 17:00:00,"17:00:00","2","0","0","2",30.34,34.09,58,110.014,337,"maandag"
"8135",2012-06-19 08:00:00,"08:00:00","2","0","1","2",24.6,28.79,78,110.014,673,"donderdag"
"7012",2012-04-10 12:00:00,"12:00:00","2","0","1","1",22.14,25.76,22,190.012,259,"dinsdag"
"5623",2012-01-09 10:00:00,"10:00:00","1","0","1","1",9.84,14.395,60,0,108,"dinsdag"
"3818",2011-09-10 02:00:00,"02:00:00","3","0","0","2",24.6,25,97,70.015,64,"maandag"
"1622",2011-04-13 12:00:00,"12:00:00","2","0","1","3",17.22,21.21,82,169.979,95,"zaterdag"
"4766",2011-11-11 16:00:00,"16:00:00","4","1","0","1",14.76,16.665,34,220.028,238,"zondag"
"6637",2012-03-13 20:00:00,"20:00:00","1","0","1","1",24.6,31.06,49,110.014,351,"woensdag"
"2583",2011-06-15 13:00:00,"13:00:00","2","0","1","1",30.34,32.575,28,190.012,189,"zaterdag"
"5949",2012-02-04 02:00:00,"02:00:00","1","0","0","1",9.84,12.88,70,60.032,44,"vrijdag"
"3108",2011-07-18 10:00:00,"10:00:00","3","0","1","1",31.16,35.605,62,12.998,130,"vrijdag"
"8292",2012-07-06 21:00:00,"21:00:00","3","0","1","1",33.62,38.635,52,89.981,300,"donderdag"
"2208",2011-05-18 22:00:00,"22:00:00","2","0","1","1",21.32,25,83,0,117,"zondag"
"7621",2012-05-16 22:00:00,"22:00:00","2","0","1","1",26.24,30.305,73,110.014,286,"vrijdag"
"4101",2011-10-02 22:00:00,"22:00:00","4","0","0","3",14.76,18.18,81,60.032,64,"zondag"
"1258",2011-03-17 06:00:00,"06:00:00","1","0","1","1",13.12,15.91,76,12.998,51,"maandag"
"9795",2012-10-12 12:00:00,"12:00:00","4","0","1","1",22.14,25.76,39,310.009,387,"zaterdag"
"6120",2012-02-11 06:00:00,"06:00:00","1","0","0","3",9.02,11.365,93,89.981,9,"zondag"
"7309",2012-05-03 22:00:00,"22:00:00","2","0","1","1",25.42,29.545,78,0,246,"dinsdag"
"6824",2012-04-02 16:00:00,"16:00:00","2","0","1","1",20.5,24.24,34,220.028,395,"zaterdag"
"9455",2012-09-17 08:00:00,"08:00:00","3","0","1","1",22.14,25.76,77,60.032,683,"woensdag"
"10486",2012-12-03 08:00:00,"08:00:00","4","0","1","1",14.76,18.94,93,0,731,"zaterdag"
"1136",2011-03-12 00:00:00,"00:00:00","1","0","0","1",10.66,13.635,60,89.981,34,"dinsdag"
"9234",2012-09-08 03:00:00,"03:00:00","3","0","0","2",27.06,29.545,89,150.013,43,"zaterdag"
"7229",2012-04-19 14:00:00,"14:00:00","2","0","1","1",23.78,27.275,43,0,237,"zaterdag"
"892",2011-03-01 15:00:00,"15:00:00","1","0","1","1",13.94,18.18,34,0,64,"dinsdag"
"2185",2011-05-17 23:00:00,"23:00:00","2","0","1","2",22.14,25.76,88,169.979,56,"zaterdag"
"6790",2012-04-01 05:00:00,"05:00:00","2","0","0","2",13.94,17.425,81,60.032,18,"vrijdag"
"8872",2012-08-12 01:00:00,"01:00:00","3","0","0","1",25.42,29.545,78,89.981,113,"maandag"
"3355",2011-08-09 17:00:00,"17:00:00","3","0","1","1",32.8,37.88,55,110.014,532,"donderdag"
"9827",2012-10-13 20:00:00,"20:00:00","4","0","0","1",16.4,20.455,54,60.032,255,"zondag"
"10849",2012-12-18 11:00:00,"11:00:00","4","0","1","1",19.68,23.485,63,150.013,269,"donderdag"
"3141",2011-07-19 19:00:00,"19:00:00","3","0","1","1",31.16,37.12,75,12.998,388,"zaterdag"
"4831",2011-11-14 09:00:00,"09:00:00","4","0","1","2",19.68,23.485,67,220.028,233,"donderdag"
"10534",2012-12-05 08:00:00,"08:00:00","4","0","1","2",18.04,21.97,58,190.012,759,"dinsdag"
"7422",2012-05-08 15:00:00,"15:00:00","2","0","1","3",25.42,29.545,73,169.979,134,"dinsdag"
"10721",2012-12-13 03:00:00,"03:00:00","4","0","1","2",10.66,12.12,56,190.012,2,"vrijdag"
"3145",2011-07-19 23:00:00,"23:00:00","3","0","1","3",29.52,34.85,79,110.014,92,"zaterdag"
"9563",2012-10-02 20:00:00,"20:00:00","4","0","1","3",25.42,27.275,94,89.981,306,"zondag"
"3127",2011-07-19 05:00:00,"05:00:00","3","0","1","2",28.7,33.335,74,70.015,19,"zaterdag"
"10878",2012-12-19 16:00:00,"16:00:00","4","0","1","1",17.22,21.21,50,239.994,334,"vrijdag"
"8442",2012-07-13 03:00:00,"03:00:00","3","0","1","2",27.88,31.82,61,0,9,"zaterdag"
"870",2011-02-19 17:00:00,"17:00:00","1","0","0","1",17.22,21.21,19,409.973,127,"woensdag"
"5706",2012-01-12 22:00:00,"22:00:00","1","0","1","1",15.58,19.695,76,199.995,133,"vrijdag"
"9694",2012-10-08 07:00:00,"07:00:00","4","1","0","2",13.94,16.665,76,110.014,154,"maandag"
"8033",2012-06-15 02:00:00,"02:00:00","2","0","1","1",22.96,26.515,83,70.015,15,"zaterdag"
"105",2011-01-05 14:00:00,"14:00:00","1","0","1","1",12.3,14.395,28,12.998,62,"donderdag"
"5365",2011-12-17 15:00:00,"15:00:00","4","0","0","1",11.48,12.88,45,190.012,228,"woensdag"
"9220",2012-09-07 13:00:00,"13:00:00","3","0","1","1",32.8,38.635,59,169.979,354,"donderdag"
"7069",2012-04-12 22:00:00,"22:00:00","2","0","1","1",17.22,21.21,35,12.998,158,"vrijdag"
"6250",2012-02-16 16:00:00,"16:00:00","1","0","1","3",13.94,18.18,81,0,118,"zaterdag"
"5276",2011-12-13 22:00:00,"22:00:00","4","0","1","1",12.3,15.15,52,110.014,107,"vrijdag"
"1166",2011-03-13 07:00:00,"07:00:00","1","0","0","1",14.76,17.425,62,12.998,10,"woensdag"
"2288",2011-06-03 06:00:00,"06:00:00","2","0","1","1",22.14,25.76,45,199.995,106,"vrijdag"
"2749",2011-07-03 11:00:00,"11:00:00","3","0","0","1",31.16,35.605,62,70.015,390,"zondag"
"8353",2012-07-09 10:00:00,"10:00:00","3","0","1","2",27.06,30.305,83,12.998,175,"maandag"
"4767",2011-11-11 17:00:00,"17:00:00","4","1","0","1",13.94,15.15,39,220.028,310,"zondag"
"8967",2012-08-16 00:00:00,"00:00:00","3","0","1","1",27.06,31.06,69,0,76,"zaterdag"
"2053",2011-05-12 11:00:00,"11:00:00","2","0","1","1",23.78,27.275,60,150.013,179,"zondag"
"3237",2011-08-04 19:00:00,"19:00:00","3","0","1","1",28.7,33.335,74,190.012,366,"vrijdag"
"9614",2012-10-04 23:00:00,"23:00:00","4","0","1","1",24.6,31.06,56,60.032,155,"woensdag"
"1654",2011-04-14 20:00:00,"20:00:00","2","0","1","1",20.5,24.24,51,12.998,169,"zondag"
"428",2011-01-19 21:00:00,"21:00:00","1","0","1","1",13.12,14.395,49,279.993,59,"zondag"
"9205",2012-09-06 22:00:00,"22:00:00","3","0","1","1",26.24,28.79,89,110.014,217,"woensdag"
"5669",2012-01-11 09:00:00,"09:00:00","1","0","1","2",8.2,10.605,86,89.981,225,"donderdag"
"5220",2011-12-11 14:00:00,"14:00:00","4","0","0","1",12.3,16.665,28,0,242,"dinsdag"
"593",2011-02-07 21:00:00,"21:00:00","1","0","1","1",13.12,17.425,70,0,78,"dinsdag"
"5093",2011-12-06 07:00:00,"07:00:00","4","0","1","2",18.86,22.725,94,12.998,234,"woensdag"
"9616",2012-10-05 01:00:00,"01:00:00","4","0","1","1",22.14,25.76,68,70.015,46,"donderdag"
"10184",2012-11-09 18:00:00,"18:00:00","4","0","1","1",17.22,21.21,44,70.015,496,"vrijdag"
"6793",2012-04-01 08:00:00,"08:00:00","2","0","0","2",14.76,18.18,76,60.032,125,"vrijdag"
"8203",2012-07-03 04:00:00,"04:00:00","3","0","1","1",27.88,31.82,65,70.015,6,"zondag"
"3344",2011-08-09 06:00:00,"06:00:00","3","0","1","1",29.52,33.335,64,0,101,"donderdag"
"570",2011-02-06 22:00:00,"22:00:00","1","0","0","1",10.66,15.15,60,0,62,"maandag"
"3302",2011-08-07 12:00:00,"12:00:00","3","0","0","1",36.9,42.425,42,199.995,370,"maandag"
"5907",2012-02-02 08:00:00,"08:00:00","1","0","1","3",16.4,20.455,87,0,445,"woensdag"
"4196",2011-10-06 21:00:00,"21:00:00","4","0","1","1",18.86,22.725,88,60.032,195,"vrijdag"
"9549",2012-10-02 06:00:00,"06:00:00","4","0","1","3",23.78,27.275,83,70.015,179,"zondag"
"4863",2011-11-15 17:00:00,"17:00:00","4","0","1","2",20.5,24.24,72,12.998,451,"vrijdag"
"2041",2011-05-11 23:00:00,"23:00:00","2","0","1","1",18.86,22.725,88,169.979,81,"vrijdag"
"109",2011-01-05 18:00:00,"18:00:00","1","0","1","1",9.84,12.12,38,89.981,169,"donderdag"
"4303",2011-10-11 08:00:00,"08:00:00","4","0","1","2",22.96,26.515,83,70.015,406,"donderdag"
"1290",2011-03-18 15:00:00,"15:00:00","1","0","1","2",27.88,31.82,39,239.994,173,"dinsdag"
"10390",2012-11-18 08:00:00,"08:00:00","4","0","0","1",12.3,14.395,75,169.979,119,"dinsdag"
"8522",2012-07-16 11:00:00,"11:00:00","3","0","1","1",34.44,40.15,53,150.013,182,"woensdag"
"5735",2012-01-14 03:00:00,"03:00:00","1","0","0","1",5.74,8.335,54,70.015,20,"maandag"
"4518",2011-11-01 08:00:00,"08:00:00","4","0","1","1",14.76,16.665,71,169.979,419,"dinsdag"
"4398",2011-10-15 07:00:00,"07:00:00","4","0","0","1",16.4,20.455,76,70.015,57,"dinsdag"
"8636",2012-08-02 05:00:00,"05:00:00","3","0","1","1",27.06,29.545,89,89.981,41,"dinsdag"
"3380",2011-08-10 18:00:00,"18:00:00","3","0","1","1",33.62,35.605,28,199.995,559,"vrijdag"
"4894",2011-11-17 00:00:00,"00:00:00","4","0","1","2",17.22,21.21,88,169.979,24,"maandag"
"10669",2012-12-10 23:00:00,"23:00:00","4","0","1","1",18.86,22.725,88,169.979,84,"maandag"
"5937",2012-02-03 14:00:00,"14:00:00","1","0","1","1",14.76,17.425,46,150.013,170,"donderdag"
"5968",2012-02-04 21:00:00,"21:00:00","1","0","0","3",9.84,12.12,93,89.981,78,"vrijdag"
"1634",2011-04-14 00:00:00,"00:00:00","2","0","1","1",15.58,19.695,76,89.981,21,"zondag"
"1929",2011-05-07 07:00:00,"07:00:00","2","0","0","1",19.68,23.485,59,0,40,"zondag"
"9768",2012-10-11 09:00:00,"09:00:00","4","0","1","1",16.4,20.455,43,260.027,355,"donderdag"
"9648",2012-10-06 09:00:00,"09:00:00","4","0","0","1",24.6,29.545,73,12.998,395,"vrijdag"
"4538",2011-11-02 04:00:00,"04:00:00","4","0","1","1",12.3,16.665,87,0,4,"woensdag"
"977",2011-03-05 04:00:00,"04:00:00","1","0","0","2",12.3,15.15,93,110.014,1,"zondag"
"9312",2012-09-11 09:00:00,"09:00:00","3","0","1","1",24.6,31.06,49,0,358,"dinsdag"
"7864",2012-06-08 01:00:00,"01:00:00","2","0","1","1",22.96,26.515,56,110.014,29,"vrijdag"
"7589",2012-05-15 14:00:00,"14:00:00","2","0","1","2",26.24,30.305,73,12.998,184,"woensdag"
"4282",2011-10-10 11:00:00,"11:00:00","4","1","0","1",25.42,30.305,69,60.032,322,"woensdag"
"4118",2011-10-03 15:00:00,"15:00:00","4","0","1","3",16.4,20.455,76,0,101,"maandag"
"6321",2012-02-19 15:00:00,"15:00:00","1","0","0","2",12.3,14.395,49,12.998,253,"woensdag"
"9347",2012-09-12 20:00:00,"20:00:00","3","0","1","1",25.42,31.06,57,89.981,470,"donderdag"
"1482",2011-04-07 15:00:00,"15:00:00","2","0","1","1",24.6,31.06,38,70.015,160,"vrijdag"
"2766",2011-07-04 04:00:00,"04:00:00","3","1","0","2",27.06,30.305,78,60.032,12,"dinsdag"
"5931",2012-02-03 08:00:00,"08:00:00","1","0","1","1",9.84,11.365,65,150.013,441,"donderdag"
"10586",2012-12-07 12:00:00,"12:00:00","4","0","1","2",13.94,16.665,71,12.998,240,"donderdag"
"9879",2012-10-16 00:00:00,"00:00:00","4","0","1","1",18.86,22.725,63,260.027,48,"donderdag"
"8274",2012-07-06 03:00:00,"03:00:00","3","0","1","2",30.34,34.85,70,12.998,7,"donderdag"
"4141",2011-10-04 14:00:00,"14:00:00","4","0","1","1",23.78,27.275,53,169.979,183,"woensdag"
"474",2011-02-02 20:00:00,"20:00:00","1","0","1","1",9.84,9.85,48,369.974,75,"woensdag"
"10299",2012-11-14 13:00:00,"13:00:00","4","0","1","1",14.76,16.665,43,169.979,214,"donderdag"
"4019",2011-09-18 12:00:00,"12:00:00","3","0","0","1",22.14,25.76,64,89.981,364,"donderdag"
"9552",2012-10-02 09:00:00,"09:00:00","4","0","1","3",23.78,27.275,88,89.981,86,"zondag"
"8423",2012-07-12 08:00:00,"08:00:00","3","0","1","1",27.88,31.82,65,89.981,702,"vrijdag"
"5159",2011-12-09 01:00:00,"01:00:00","4","0","1","1",9.84,14.395,65,0,14,"zondag"
"4726",2011-11-10 00:00:00,"00:00:00","4","0","1","1",16.4,20.455,87,0,24,"zaterdag"
"5286",2011-12-14 08:00:00,"08:00:00","4","0","1","2",10.66,15.15,87,0,467,"zaterdag"
"10062",2012-11-04 15:00:00,"15:00:00","4","0","0","1",16.4,20.455,40,150.013,449,"zaterdag"
"6280",2012-02-17 22:00:00,"22:00:00","1","0","1","1",14.76,17.425,40,150.013,107,"maandag"
"10698",2012-12-12 04:00:00,"04:00:00","4","0","1","1",10.66,15.15,60,0,4,"donderdag"
"113",2011-01-05 22:00:00,"22:00:00","1","0","1","1",7.38,9.85,55,89.981,42,"donderdag"
"2949",2011-07-11 19:00:00,"19:00:00","3","0","1","1",34.44,41.665,59,220.028,373,"woensdag"
"2125",2011-05-15 11:00:00,"11:00:00","2","0","0","1",24.6,28.79,78,150.013,322,"woensdag"
"8941",2012-08-14 22:00:00,"22:00:00","3","0","1","1",29.52,34.09,66,60.032,189,"woensdag"
"8467",2012-07-14 04:00:00,"04:00:00","3","0","0","3",27.06,31.06,61,70.015,9,"zondag"
"8254",2012-07-05 07:00:00,"07:00:00","3","0","1","1",31.16,34.85,55,0,343,"woensdag"
"2889",2011-07-09 07:00:00,"07:00:00","3","0","0","1",27.06,30.305,78,12.998,71,"maandag"
"10579",2012-12-07 05:00:00,"05:00:00","4","0","1","2",10.66,13.635,81,70.015,26,"donderdag"
"3307",2011-08-07 17:00:00,"17:00:00","3","0","0","3",30.34,35.605,74,430.006,194,"maandag"
"4986",2011-12-01 20:00:00,"20:00:00","4","0","1","1",13.94,17.425,46,70.015,190,"donderdag"
"7541",2012-05-13 14:00:00,"14:00:00","2","0","0","1",28.7,32.575,48,89.981,552,"maandag"
"9719",2012-10-09 08:00:00,"08:00:00","4","0","1","2",17.22,21.21,80,12.998,713,"dinsdag"
"8188",2012-07-02 13:00:00,"13:00:00","3","0","1","1",35.26,37.88,34,150.013,236,"zaterdag"
"2920",2011-07-10 14:00:00,"14:00:00","3","0","0","1",33.62,37.12,41,220.028,349,"dinsdag"
"8938",2012-08-14 19:00:00,"19:00:00","3","0","1","1",31.16,36.365,66,12.998,627,"woensdag"
"53",2011-01-03 08:00:00,"08:00:00","1","0","1","1",5.74,6.06,50,190.012,154,"maandag"
"8394",2012-07-11 03:00:00,"03:00:00","3","0","1","1",26.24,28.79,89,89.981,5,"woensdag"
"6362",2012-03-02 08:00:00,"08:00:00","1","0","1","1",11.48,15.15,75,60.032,549,"woensdag"
"7835",2012-06-06 20:00:00,"20:00:00","2","0","1","1",22.14,25.76,73,190.012,408,"dinsdag"
"5102",2011-12-06 16:00:00,"16:00:00","4","0","1","3",18.86,22.725,100,169.979,88,"woensdag"
"2130",2011-05-15 16:00:00,"16:00:00","2","0","0","1",26.24,30.305,69,169.979,440,"woensdag"
"5223",2011-12-11 17:00:00,"17:00:00","4","0","0","1",11.48,15.91,30,0,163,"dinsdag"
"8451",2012-07-13 12:00:00,"12:00:00","3","0","1","2",31.16,34.09,40,70.015,379,"zaterdag"
"9891",2012-10-16 12:00:00,"12:00:00","4","0","1","2",21.32,25,45,220.028,325,"donderdag"
"215",2011-01-10 06:00:00,"06:00:00","1","0","1","1",4.92,6.06,50,190.012,31,"woensdag"
"3716",2011-09-05 18:00:00,"18:00:00","3","1","0","1",27.06,29.545,89,60.032,123,"dinsdag"
"7345",2012-05-05 10:00:00,"10:00:00","2","0","0","1",27.06,31.06,65,89.981,432,"vrijdag"
"7867",2012-06-08 04:00:00,"04:00:00","2","0","1","1",21.32,25,63,0,10,"vrijdag"
"4947",2011-11-19 05:00:00,"05:00:00","4","0","0","1",9.84,11.365,56,169.979,2,"woensdag"
"2542",2011-06-13 20:00:00,"20:00:00","2","0","1","1",26.24,31.06,44,169.979,331,"donderdag"
"948",2011-03-03 23:00:00,"23:00:00","1","0","1","2",7.38,10.605,43,60.032,23,"donderdag"
"6779",2012-03-19 18:00:00,"18:00:00","1","0","1","1",26.24,31.06,57,169.979,801,"woensdag"
"3832",2011-09-10 16:00:00,"16:00:00","3","0","0","1",30.34,34.09,55,12.998,431,"maandag"
"3532",2011-08-17 02:00:00,"02:00:00","3","0","1","1",27.06,31.06,69,0,6,"zondag"
"4804",2011-11-13 06:00:00,"06:00:00","4","0","0","1",13.94,16.665,66,89.981,23,"woensdag"
"5037",2011-12-03 23:00:00,"23:00:00","4","0","0","1",12.3,15.15,70,89.981,85,"zaterdag"
"2167",2011-05-17 05:00:00,"05:00:00","2","0","1","3",21.32,25,94,169.979,22,"zaterdag"
"7090",2012-04-13 19:00:00,"19:00:00","2","0","1","1",22.14,25.76,24,110.014,427,"zaterdag"
"6266",2012-02-17 08:00:00,"08:00:00","1","0","1","2",10.66,15.15,100,0,520,"maandag"
"3074",2011-07-17 00:00:00,"00:00:00","3","0","0","1",27.06,31.06,65,150.013,125,"donderdag"
"2682",2011-06-19 16:00:00,"16:00:00","2","0","0","2",31.16,34.09,48,0,378,"donderdag"
"4753",2011-11-11 03:00:00,"03:00:00","4","1","0","1",12.3,14.395,61,12.998,6,"zondag"
"6734",2012-03-17 21:00:00,"21:00:00","1","0","0","1",22.14,25.76,68,110.014,223,"maandag"
"793",2011-02-16 12:00:00,"12:00:00","1","0","1","1",15.58,19.695,32,220.028,86,"zaterdag"
"2241",2011-06-01 07:00:00,"07:00:00","2","0","1","2",28.7,33.335,79,110.014,284,"woensdag"
"4355",2011-10-13 12:00:00,"12:00:00","4","0","1","2",25.42,28.03,88,0,105,"zondag"
"98",2011-01-05 07:00:00,"07:00:00","1","0","1","1",7.38,9.09,43,12.998,88,"donderdag"
"298",2011-01-13 21:00:00,"21:00:00","1","0","1","1",5.74,6.06,46,199.995,40,"zondag"
"4845",2011-11-14 23:00:00,"23:00:00","4","0","1","1",22.96,26.515,64,199.995,61,"donderdag"
"3425",2011-08-12 15:00:00,"15:00:00","3","0","1","1",32.8,34.85,29,110.014,249,"maandag"
"5687",2012-01-12 03:00:00,"03:00:00","1","0","1","3",14.76,17.425,93,169.979,3,"vrijdag"
"2984",2011-07-13 06:00:00,"06:00:00","3","0","1","1",30.34,34.09,58,110.014,121,"zaterdag"
"7164",2012-04-16 21:00:00,"21:00:00","2","1","0","1",27.88,31.82,51,169.979,271,"woensdag"
"10666",2012-12-10 20:00:00,"20:00:00","4","0","1","1",18.86,22.725,88,169.979,300,"maandag"
"6238",2012-02-16 04:00:00,"04:00:00","1","0","1","3",12.3,15.91,70,60.032,3,"zaterdag"
"2842",2011-07-07 08:00:00,"08:00:00","3","0","1","2",28.7,33.335,79,12.998,443,"vrijdag"
"7657",2012-05-18 10:00:00,"10:00:00","2","0","1","1",24.6,31.06,46,89.981,255,"zondag"
"1149",2011-03-12 13:00:00,"13:00:00","1","0","0","1",14.76,16.665,51,239.994,157,"dinsdag"
"2281",2011-06-02 23:00:00,"23:00:00","2","0","1","1",25.42,31.06,35,150.013,112,"donderdag"
"328",2011-01-15 04:00:00,"04:00:00","1","0","0","2",6.56,11.365,59,0,5,"dinsdag"
"10181",2012-11-09 15:00:00,"15:00:00","4","0","1","1",18.86,22.725,36,150.013,356,"vrijdag"
"3996",2011-09-17 13:00:00,"13:00:00","3","0","0","2",21.32,25,68,12.998,349,"woensdag"
"6501",2012-03-08 03:00:00,"03:00:00","1","0","1","1",18.86,22.725,63,260.027,3,"donderdag"
"5000",2011-12-02 10:00:00,"10:00:00","4","0","1","1",12.3,14.395,75,150.013,105,"vrijdag"
"546",2011-02-05 22:00:00,"22:00:00","1","0","0","1",10.66,13.635,93,89.981,45,"zondag"
"2860",2011-07-08 02:00:00,"02:00:00","3","0","1","2",28.7,33.335,74,110.014,22,"zondag"
"489",2011-02-03 12:00:00,"12:00:00","1","0","1","1",8.2,9.09,40,239.994,69,"donderdag"
"4837",2011-11-14 15:00:00,"15:00:00","4","0","1","1",26.24,31.06,44,220.028,195,"donderdag"
"6778",2012-03-19 17:00:00,"17:00:00","1","0","1","1",26.24,31.06,53,150.013,721,"woensdag"
"455",2011-02-02 01:00:00,"01:00:00","1","0","1","3",9.02,11.365,93,12.998,3,"woensdag"
"4173",2011-10-05 22:00:00,"22:00:00","4","0","1","1",21.32,25,72,0,154,"donderdag"
"2499",2011-06-12 01:00:00,"01:00:00","2","0","0","1",26.24,28.79,83,70.015,93,"woensdag"
"10397",2012-11-18 15:00:00,"15:00:00","4","0","0","1",17.22,21.21,54,190.012,407,"dinsdag"
"1700",2011-04-16 18:00:00,"18:00:00","2","0","0","2",20.5,24.24,94,260.027,38,"woensdag"
"130",2011-01-06 16:00:00,"16:00:00","1","0","1","1",10.66,12.88,38,110.014,86,"vrijdag"
"8088",2012-06-17 09:00:00,"09:00:00","2","0","0","1",22.96,26.515,68,110.014,274,"dinsdag"
"7689",2012-05-19 18:00:00,"18:00:00","2","0","0","1",30.34,32.575,33,60.032,645,"maandag"
"9032",2012-08-18 17:00:00,"17:00:00","3","0","0","1",31.16,33.335,37,150.013,635,"maandag"
"2968",2011-07-12 14:00:00,"14:00:00","3","0","1","1",36.9,42.425,42,199.995,124,"vrijdag"
"5218",2011-12-11 12:00:00,"12:00:00","4","0","0","1",10.66,15.15,35,0,288,"dinsdag"
"9739",2012-10-10 04:00:00,"04:00:00","4","0","1","2",18.86,22.725,88,70.015,6,"woensdag"
"6345",2012-03-01 15:00:00,"15:00:00","1","0","1","1",24.6,31.06,31,169.979,223,"dinsdag"
"5799",2012-01-16 19:00:00,"19:00:00","1","1","0","1",10.66,12.12,56,190.012,144,"woensdag"
"9394",2012-09-14 19:00:00,"19:00:00","3","0","1","1",27.88,31.82,57,110.014,579,"zaterdag"
"7463",2012-05-10 08:00:00,"08:00:00","2","0","1","1",18.86,22.725,67,239.994,630,"donderdag"
"8690",2012-08-04 11:00:00,"11:00:00","3","0","0","1",35.26,40.15,47,169.979,470,"vrijdag"
"1530",2011-04-09 15:00:00,"15:00:00","2","0","0","2",14.76,18.94,87,0,201,"maandag"
"3640",2011-09-02 14:00:00,"14:00:00","3","0","1","2",28.7,32.575,61,70.015,283,"vrijdag"
"8944",2012-08-15 01:00:00,"01:00:00","3","0","1","1",28.7,32.575,61,0,37,"donderdag"
"8702",2012-08-04 23:00:00,"23:00:00","3","0","0","1",31.16,36.365,66,199.995,222,"vrijdag"
"700",2011-02-12 12:00:00,"12:00:00","1","0","0","1",12.3,13.635,39,310.009,120,"maandag"
"5827",2012-01-18 00:00:00,"00:00:00","1","0","1","2",18.86,22.725,77,220.028,17,"zaterdag"
"5596",2012-01-08 07:00:00,"07:00:00","1","0","0","2",12.3,16.665,52,0,24,"zondag"
"8999",2012-08-17 08:00:00,"08:00:00","3","0","1","1",27.88,12.12,65,89.981,668,"zondag"
"4807",2011-11-13 09:00:00,"09:00:00","4","0","0","1",16.4,20.455,54,190.012,135,"woensdag"
"9150",2012-09-04 15:00:00,"15:00:00","3","0","1","1",32.8,38.635,59,310.009,292,"maandag"
"8453",2012-07-13 14:00:00,"14:00:00","3","0","1","2",32.8,35.605,38,0,369,"zaterdag"
"10345",2012-11-16 11:00:00,"11:00:00","4","0","1","1",15.58,19.695,43,150.013,218,"zondag"
"10336",2012-11-16 02:00:00,"02:00:00","4","0","1","2",12.3,15.15,70,110.014,9,"zondag"
"9019",2012-08-18 04:00:00,"04:00:00","3","0","0","1",25.42,29.545,73,150.013,13,"maandag"
"4746",2011-11-10 20:00:00,"20:00:00","4","0","1","2",14.76,16.665,62,190.012,168,"zaterdag"
"3206",2011-08-03 12:00:00,"12:00:00","3","0","1","3",31.16,34.85,55,89.981,161,"woensdag"
"6431",2012-03-05 05:00:00,"05:00:00","1","0","1","1",8.2,11.365,55,60.032,18,"zondag"
"9129",2012-09-03 18:00:00,"18:00:00","3","1","0","1",30.34,34.85,66,110.014,482,"zaterdag"
"4852",2011-11-15 06:00:00,"06:00:00","4","0","1","2",22.96,26.515,64,60.032,108,"vrijdag"
"7222",2012-04-19 07:00:00,"07:00:00","2","0","1","2",16.4,20.455,82,89.981,406,"zaterdag"
"9244",2012-09-08 13:00:00,"13:00:00","3","0","0","1",33.62,38.635,52,350.008,668,"zaterdag"
"4839",2011-11-14 17:00:00,"17:00:00","4","0","1","1",25.42,31.06,46,169.979,519,"donderdag"
"5264",2011-12-13 10:00:00,"10:00:00","4","0","1","1",12.3,15.15,52,110.014,102,"vrijdag"
"5341",2011-12-16 15:00:00,"15:00:00","4","0","1","2",13.12,15.15,45,199.995,153,"dinsdag"
"4820",2011-11-13 22:00:00,"22:00:00","4","0","0","1",19.68,23.485,41,260.027,89,"woensdag"
"6407",2012-03-04 05:00:00,"05:00:00","1","0","0","2",13.94,15.91,46,150.013,5,"zaterdag"
"6847",2012-04-03 15:00:00,"15:00:00","2","0","1","1",24.6,29.545,20,12.998,316,"zondag"
"1902",2011-05-06 04:00:00,"04:00:00","2","0","1","1",14.76,18.18,71,70.015,1,"zaterdag"
"1578",2011-04-11 16:00:00,"16:00:00","2","0","1","1",30.34,33.335,48,350.008,235,"woensdag"
"2099",2011-05-14 09:00:00,"09:00:00","2","0","0","2",21.32,25,94,60.032,100,"dinsdag"
"934",2011-03-03 09:00:00,"09:00:00","1","0","1","1",6.56,6.82,37,190.012,145,"donderdag"
"5994",2012-02-05 23:00:00,"23:00:00","1","0","0","1",9.84,12.12,70,89.981,42,"zondag"
"9348",2012-09-12 21:00:00,"21:00:00","3","0","1","1",24.6,30.305,60,89.981,306,"donderdag"
"4352",2011-10-13 09:00:00,"09:00:00","4","0","1","3",22.96,26.515,100,70.015,109,"zondag"
"6570",2012-03-11 00:00:00,"00:00:00","1","0","0","1",10.66,14.395,44,60.032,69,"zondag"
"735",2011-02-14 00:00:00,"00:00:00","1","0","1","1",15.58,19.695,37,239.994,11,"donderdag"
"10068",2012-11-04 21:00:00,"21:00:00","4","0","0","1",12.3,13.635,52,199.995,87,"zaterdag"
